62;RIO GALLEGOS;Banco Galicia;RIO GALLEGOS;198;Av. Roca 739  - R. Gallegos;(02966) 426218/54/22;;
113;CAPITAL FEDERAL;Banco Galicia;Diagonal Sur;216;AV. JULIO A.ROCA 538;(011) 4343-9271;;
30;PACHECO;Banco Galicia;PACHECO;313;Av Libertador San Martín 3327;03327-454190/91;Adriana (al tanto de las cuentas de Cimientos);
113;CAPITAL FEDERAL;Banco Galicia;Callao y Arenales;325;AV. CALLAO 1171;(011) 4815-6977;;
10;BECCAR;Banco Galicia;Golf San Isidro;335;Av. Juan Segundo Fernandez 159;4732-2718;;
44;TRENQUE LAUQUEN;Banco Galicia;TRENQUE LAUQUEN;342;VILLEGAS 434;(02392) 42-3819/ 42-3916/ 42-4188/ 42-4129;;A partir de agosto 2009
49;ZARATE;Banco Galicia;ZARATE;343;ITUZAINGO 654/6;(03487) 43-8668 /8558 /8484 /8383;;
35;RIO GRANDE;Banco Galicia;RIO GRANDE;347;AV. JOSE DE SAN MARTIN 158 - R. Grande;(02964) 43-3119 ;;A partir de 2009
88;CIPOLLETTI;Banco Galicia;CIPOLLETTI;349;Castello esquina Mariano Moreno - Cipolletti;(02994) 77-4143;;
80;VILLA MERCEDES;Banco Galicia;VILLA MERCEDES;352;LAVALLE 401/07 Villa Mercedes;02657) 42-6220 /  42-6283 ;;A partir de 2009
38;SAN LORENZO;Banco Galicia;SAN LORENZO;359;AV.SAN MARTIN 1254 ;03476-436189 /03476-436188 / 03476-436187 / 03476-436191;;
67;TIMBUES;Banco Galicia;San Lorenzo;359;AV.SAN MARTIN 1254, San Lorenzo;03476-436189 /03476-436188 / 03476-436187 / 03476-436191;;A partir de 2010
110;LA PLATA;Macro Bansud;LA PLATA;529;Av. 7 1207;;;
113;CAPITAL FEDERAL;Macro Bansud;CAPITAL FEDERAL;540;Sarmiento 401;;;
19;CUTRAL-CÓ;Macro Bansud;CUTRAL-CÓ;547;Dirección: C. Rodríguez 23 CP. 8322;Centro de atención telefonica: 0810-555-2355;;
35;RIO GRANDE;Macro Bansud;RIO GRANDE;553;Rosales 241;;;
32;PICO TRUNCADO;Macro Bansud;Caleta Olivia;557;Dirección: Av. L. de la Torre  96. Caleta Olivia;Centro de atención telefonica: 0810-555-2355;;
44;TRENQUE LAUQUEN;Macro Bansud;TRENQUE LAUQUEN;569;San Martín 299;;;
96;VILLA INSUPERABLE;Macro Bansud;CIUDAD MADERO;670;Av. Crovara 1028;;;
39;SAN MARTÍN DE LOS ANDES;Macro Bansud;SAN MARTÍN DE LOS ANDES;685;;Centro de atención telefonica: 0810-555-2355;;
113;CAPITAL FEDERAL;Banco Galicia;SAAVEDRA;9;AV. RICARDO BALBIN 3899;(011) 4541-8292;;
24;MAR DEL PLATA;Banco Galicia;MAR DEL PLATA;78;AV. COLON 2415;(0223) 493-7904;;
83;AZUL;Banco Galicia;AZUL;120;BURGOS 611;(02281) 42-5050;;
113;CAPITAL FEDERAL;Banco Galicia;PLAZA GRAND BOURG;133;AV. DEL LIBERTADOR 2196;(011) 4806-0372;;
113;CAPITAL FEDERAL;Banco Galicia;LUIS GUILLON;152;BOULEVARD BUENOS AIRES 1806;(011) 4290-2206;;
